favorites_count	video_mention_list	effect_ids	is_stem_verified	username	voice_to_text	sticker_info_list	video_duration	effect_info_list	id	like_count	video_description	comment_count	region_code	view_count	video_label	share_count	hashtag_names	music_id	create_time	hashtag_info_list
"2"	"[]"	"nan"	"False"	"your_bookbestie_courtney"		"[{'sticker_name': '', 'sticker_id': 3}, {'sticker_id': 18, 'sticker_name': 'Bookmarks '}, {'sticker_name': 'or', 'sticker_id': 18}, {'sticker_id': 18, 'sticker_name': 'DogEaring'}]"	"16"	"[{'effect_id': 1216495, 'effect_name': 'Gentle Glow', 'effect_photo_url': 'ec4b6cca6a7a9b5b25e020eb5fe2e55b'}]"	"7187591512375495978"	"30"	"CRUCIAL BOOKTOK QUESTION 🕵🏻 There can only be 1 right answer...  #booktok #books #inverted #booktoker #2023tbr #bookrecommendations #amreading #readinglist  #booksuggestions #bookcommunity #fyp #fypシ゚viral #bookmarks #bookmark #bookish #januaryreads  #currentread #newadultbooks #newadultbooktok #romancebooks #dogearing #bookmarksordogearing #booktokquestion "	"14"	"US"	"334"	"{'warn': False, 'content': '', 'sink': False, 'type': 0, 'vote': False}"	"4"	"['books', 'fyp', 'bookmarks', 'inverted', 'bookmark', 'bookish', 'currentread', 'booksuggestions', 'readinglist', 'amreading', 'bookrecommendations', 'romancebooks', 'booktok', 'bookcommunity', 'booktoker', 'fypシ゚viral', 'newadultbooks', 'januaryreads', 'dogearing', 'newadultbooktok', 'booktokquestion', '2023tbr', 'bookmarksordogearing']"	"6781515050600368129"	"1673491573"	"[{'hashtag_description': '', 'hashtag_id': 1665532102221830, 'hashtag_name': 'newadultbooks'}, {'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok'}, {'hashtag_description': 'Do you love your reflection? Use our new #Inverted Creative Effect and flip your face.', 'hashtag_id': 1004238, 'hashtag_name': 'Inverted'}, {'hashtag_description': '', 'hashtag_id': 31227255, 'hashtag_name': 'booksuggestions'}, {'hashtag_id': 58993759, 'hashtag_name': 'BookRecommendations', 'hashtag_description': 'Thank you to all who participated in the Book Recommendations Post Contest! Check out the winner showcase here: https://vt.tiktok.com/ZMA9fBqpn/'}, {'hashtag_description': '', 'hashtag_id': 7157475714546008106, 'hashtag_name': '2023tbr'}, {'hashtag_description': '', 'hashtag_id': 1664119477821441, 'hashtag_name': 'fypシ゚viral'}, {'hashtag_description': '', 'hashtag_id': 1681540806317057, 'hashtag_name': 'dogearing'}, {'hashtag_description': '', 'hashtag_id': 229207, 'hashtag_name': 'fyp'}, {'hashtag_description': '', 'hashtag_id': 1695505689449478, 'hashtag_name': 'booktokquestion'}, {'hashtag_description': '', 'hashtag_id': 56202640, 'hashtag_name': 'amreading'}, {'hashtag_description': '', 'hashtag_id': 1636598672466949, 'hashtag_name': 'bookcommunity'}, {'hashtag_name': 'januaryreads', 'hashtag_description': '', 'hashtag_id': 1665582480622594}, {'hashtag_description': '', 'hashtag_id': 280484, 'hashtag_name': 'bookmarks'}, {'hashtag_description': '', 'hashtag_id': 80879614, 'hashtag_name': 'romancebooks'}, {'hashtag_description': '', 'hashtag_id': 1645803417138182, 'hashtag_name': 'booktoker'}, {'hashtag_id': 3008601, 'hashtag_name': 'bookmark', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 7187590931926188075, 'hashtag_name': 'bookmarksordogearing'}, {'hashtag_description': "To celebrate Book Lover's Day, show us some of your #bookish habits  📚💚", 'hashtag_id': 3133261, 'hashtag_name': 'Bookish'}, {'hashtag_description': '', 'hashtag_id': 17861, 'hashtag_name': 'books'}, {'hashtag_id': 13281281, 'hashtag_name': 'currentread', 'hashtag_description': ''}, {'hashtag_description': "Whether you're working through the final chapters or just cracking open a book, tell us about what you're reading because it's time for the TikTok #BookClub.", 'hashtag_id': 31814052, 'hashtag_name': 'ReadingList'}, {'hashtag_description': '', 'hashtag_id': 1685449385847813, 'hashtag_name': 'newadultbooktok'}]"
"1"	"[]"	"nan"	"False"	"writerisabellaclangbein"		"[{'sticker_id': 18, 'sticker_name': 'when I finally confess to booktok that I dogear my books...'}]"	"10"	"nan"	"7187020575708155141"	"12"	"Sorry? 😅 #booktok #booktokconfession #booktokfyp #dogearingpages #dogearing #horrifiedlooksfromeveryoneintheroom #bookishconfession #bookwormstruggles "	"5"	"DE"	"333"	"{'vote': False, 'warn': False, 'content': '', 'sink': False, 'type': 0}"	"0"	"['bookwormstruggles', 'booktok', 'booktokfyp', 'dogearing', 'booktokconfession', 'bookishconfession', 'dogearingpages', 'horrifiedlooksfromeveryoneintheroom']"	"7170388867534490374"	"1673358633"	"[{'hashtag_description': '', 'hashtag_id': 1681540806317057, 'hashtag_name': 'dogearing'}, {'hashtag_description': '', 'hashtag_id': 7063517790489018373, 'hashtag_name': 'dogearingpages'}, {'hashtag_name': 'horrifiedlooksfromeveryoneintheroom', 'hashtag_description': '', 'hashtag_id': 7181529252485922822}, {'hashtag_description': '', 'hashtag_id': 1700956242899973, 'hashtag_name': 'bookishconfession'}, {'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok'}, {'hashtag_description': '', 'hashtag_id': 13583583, 'hashtag_name': 'bookwormstruggles'}, {'hashtag_description': '', 'hashtag_id': 1690882984404998, 'hashtag_name': 'booktokconfession'}, {'hashtag_name': 'booktokfyp', 'hashtag_description': '', 'hashtag_id': 1670322054393861}]"
"17"	"[]"	"['0']"	"False"	"mauveread.s"		"[{'sticker_id': 18, 'sticker_name': 'dog earing your book when you’re too lazy to go get your tabs'}]"	"5"	"[{'effect_id': 1111275, 'effect_name': 'Jelly Look', 'effect_photo_url': '3319ab086d89fef9f0206529800b4c0b'}]"	"7181928923544997162"	"865"	"‘ill just tab it later’ *doesnt tab it later* #booktok#bookish#bookworm#dogearing#booktabs#readerlife#bookishhumor "	"2"	"US"	"6844"	"{'warn': False, 'content': '', 'sink': False, 'type': 0, 'vote': False}"	"6"	"['bookworm', 'bookish', 'booktok', 'readerlife', 'booktabs', 'bookishhumor', 'dogearing']"	"7055797133202737967"	"1672173147"	"[{'hashtag_description': '', 'hashtag_id': 1647330578953222, 'hashtag_name': 'booktabs'}, {'hashtag_description': '', 'hashtag_id': 1637995969481733, 'hashtag_name': 'readerlife'}, {'hashtag_description': '', 'hashtag_id': 1678940130961413, 'hashtag_name': 'bookishhumor'}, {'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok'}, {'hashtag_description': "To celebrate Book Lover's Day, show us some of your #bookish habits  📚💚", 'hashtag_id': 3133261, 'hashtag_name': 'Bookish'}, {'hashtag_description': 'What are you reading?', 'hashtag_id': 13057, 'hashtag_name': 'Bookworm'}, {'hashtag_id': 1681540806317057, 'hashtag_name': 'dogearing', 'hashtag_description': ''}]"
"0"	"[]"	"nan"	"False"	"crystalrainshopnz"		"nan"	"14"	"nan"	"7179940699163364609"	"6"	"The perfect gift for us Dog lover's, more earrings in shop😊 67 Manners street Wellington and  159 Jackson street Petone  #doglover #doglove #dogearing #crystalshop "	"0"	"NZ"	"238"	"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}"	"0"	"['doglover', 'doglove', 'crystalshop', 'dogearing']"	"7084465663108089857"	"1671710218"	"[{'hashtag_description': '', 'hashtag_id': 18013, 'hashtag_name': 'doglover'}, {'hashtag_description': '', 'hashtag_id': 136583, 'hashtag_name': 'doglove'}, {'hashtag_description': '', 'hashtag_id': 1681540806317057, 'hashtag_name': 'dogearing'}, {'hashtag_description': '', 'hashtag_id': 30721655, 'hashtag_name': 'crystalshop'}]"
"8"	"[]"	"nan"	"False"	"mirelleisreading"		"[{'sticker_name': 'The worst bookish crime', 'sticker_id': 18}]"	"14"		"7193400986810010886"	"246"	"SORRY hij kwam gecrackt binnen en het las gewoon lekker 🫣 #boektok #crackedspine #crackingspines #dogearing #booktok #mirelleisreading #bookishcrime "	"16"	"NL"	"2175"	"{'vote': False, 'warn': False, 'content': '', 'sink': False, 'type': 0}"	"9"	"['booktok', 'crackedspine', 'boektok', 'dogearing', 'crackingspines', 'mirelleisreading', 'bookishcrime']"	"7193400984169155333"	"1674844185"	"[{'hashtag_description': '', 'hashtag_id': 1626208472293382, 'hashtag_name': 'crackedspine'}, {'hashtag_name': 'crackingspines', 'hashtag_description': '', 'hashtag_id': 1686460484554757}, {'hashtag_name': 'dogearing', 'hashtag_description': '', 'hashtag_id': 1681540806317057}, {'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok', 'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/'}, {'hashtag_description': '', 'hashtag_id': 1701386557276165, 'hashtag_name': 'mirelleisreading'}, {'hashtag_id': 1705409193078786, 'hashtag_name': 'bookishcrime', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 1667293815959558, 'hashtag_name': 'boektok'}]"
"10"	"['Kelleyleigh20reads']"	"['0']"	"False"	"aspens_bookshelf"		"[{'sticker_id': 18, 'sticker_name': "i'm not"}]"	"9"		"7189504182662008066"	"4"	"#stitch with @Kelleyleigh20 dog-earing is the best way (of course only if it's your book) #booktok #books #dogear #dogearing #horrorbooks #horror #birdbox #joshmallerman #reading #read "	"1"	"AU"	"132"	"{'type': 0, 'vote': False, 'warn': False, 'content': '', 'sink': False}"	"0"	"['horror', 'stitch', 'reading', 'books', 'read', 'dogear', 'horrorbooks', 'birdbox', 'booktok', 'dogearing', 'joshmallerman']"	"7189504193202981633"	"1673936898"	"[{'hashtag_description': '', 'hashtag_id': 22301, 'hashtag_name': 'read'}, {'hashtag_description': '', 'hashtag_id': 1598824242928646, 'hashtag_name': 'birdbox'}, {'hashtag_id': 17861, 'hashtag_name': 'books', 'hashtag_description': ''}, {'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok'}, {'hashtag_name': 'dogearing', 'hashtag_description': '', 'hashtag_id': 1681540806317057}, {'hashtag_description': '', 'hashtag_id': 12017123, 'hashtag_name': 'horrorbooks'}, {'hashtag_description': '', 'hashtag_id': 10705, 'hashtag_name': 'reading'}, {'hashtag_description': '', 'hashtag_id': 7511, 'hashtag_name': 'horror'}, {'hashtag_id': 7107332255928254507, 'hashtag_name': 'joshmallerman', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 10753240, 'hashtag_name': 'dogear'}, {'hashtag_description': 'Let your Fyp inspire your next TikTok by stitching your favorite &amp; most relatable videos. Just find a TikTok video you love, press share, and send it to Stitch. 😍', 'hashtag_id': 8288, 'hashtag_name': 'Stitch'}]"
"0"	"[]"		"False"	"leif.erickson"		"[{'sticker_id': 18, 'sticker_name': 'book Tok take this as a threat '}]"	"4"		"7206201425620241707"	"2"	"#booktok #dogearing "	"0"	"US"	"13"	"{'type': 0, 'vote': False, 'warn': False, 'content': '', 'sink': False}"	"0"	"['booktok', 'dogearing']"	"7206201366539258666"	"1677824530"	"[{'hashtag_description': '', 'hashtag_id': 1681540806317057, 'hashtag_name': 'dogearing'}, {'hashtag_name': 'BookTok', 'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470}]"
"6"	"[]"		"False"	"theheartbreakbooks"		"[{'sticker_id': 18, 'sticker_name': "i'm a"}, {'sticker_id': 18, 'sticker_name': '✨ messy reader who lives for drama ✨'}, {'sticker_id': 18, 'sticker_name': 'i came here to make one thing fcking clear'}, {'sticker_id': 18, 'sticker_name': '1. cracking spines'}, {'sticker_id': 18, 'sticker_name': '2. dog-earing pages'}, {'sticker_id': 18, 'sticker_name': '3. not using bookmarks'}, {'sticker_name': 'i love', 'sticker_id': 18}]"	"12"		"7217898211485633797"	"25"	"if the cover isn't close to falling off, it's not cracked enough #booktok #breakingbookspines #booksins #reader #dogearing #booktokgermany #bookishproblems #readersoftiktok "	"2"	"DE"	"437"	"{'vote': False, 'warn': False, 'content': '', 'sink': False, 'type': 0}"	"2"	"['reader', 'bookishproblems', 'booktok', 'readersoftiktok', 'booktokgermany', 'booksins', 'breakingbookspines', 'dogearing']"	"7213310901525007109"	"1680547892"	"[{'hashtag_description': '', 'hashtag_id': 1673287545081862, 'hashtag_name': 'booksins'}, {'hashtag_description': '', 'hashtag_id': 454742, 'hashtag_name': 'reader'}, {'hashtag_name': 'dogearing', 'hashtag_description': '', 'hashtag_id': 1681540806317057}, {'hashtag_description': '', 'hashtag_id': 1639268776501254, 'hashtag_name': 'readersoftiktok'}, {'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok'}, {'hashtag_id': 1676743084104710, 'hashtag_name': 'breakingbookspines', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 1671208062289926, 'hashtag_name': 'booktokgermany'}, {'hashtag_name': 'bookishproblems', 'hashtag_description': '', 'hashtag_id': 30267441}]"
"4"	"[]"		"False"	"bookswithboz"		"nan"	"15"		"7213291423863508229"	"14"	"✨QOTD: Do you have any bad bookish habits?✨ No books were harmed THAT much (at least not more than they already were) in the making of this video👀 Ok first off,  I apologise for committing such crimes against Lizzie Blake…if it helps, she’s a 5 star from me and I love her dearly ( 10/10 reccommend!) i’m just a terrible booklover🤣 Secondly, i’ve had the plan of doing this video in my head since the first time I heard anti hero and I just haven’t gotten round to it yet partly because this is the first time doing a video with my face in front of the camera rather than behind🤣 so yes… it’s me… hi👋🏻👋🏻 Thirdly, please don’t hate me too much and banish me from booktok, bookstagram or any other bookish community… I would be very sad🤣 #booktok #booktokker #bookhabits #bookishpetpeeves #bookishthings #readersofbooktok #readersoftiktok #booklover #bookloversoftiktok #dogearing #badbookhabits #antihero #bookishcontent #bookishfyp #bookfyp #bookishcommunity #bookishpost #bookrecs #bookrecommendations #bookrecommendation #5starreads #bookobsessed #readersgonnaread #bookstagrammer #bookstagram #booktokuk #booktokkeruk #bookishvibes #bookishlife #romancebooks #romancebooktok "	"0"	"GB"	"243"	"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}"	"0"	"['antihero', 'booklover', 'bookstagram', 'bookrecommendation', 'bookrecommendations', 'bookobsessed', 'romancebooks', 'readersgonnaread', 'booktok', 'bookishlife', 'bookstagrammer', 'readersoftiktok', 'bookrecs', 'bookfyp', 'bookloversoftiktok', 'bookishcommunity', 'bookishpost', 'readersofbooktok', 'bookishthings', 'booktokker', 'bookishpetpeeves', 'bookhabits', 'bookishfyp', 'bookishcontent', 'booktokuk', 'romancebooktok', '5starreads', 'bookishvibes', 'dogearing', 'badbookhabits', 'booktokkeruk']"	"7213291445821295365"	"1679475296"	"[{'hashtag_description': '', 'hashtag_id': 1663675792851973, 'hashtag_name': 'bookishcommunity'}, {'hashtag_id': 1647746061443078, 'hashtag_name': 'BookRecs', 'hashtag_description': 'Share and discover new #BookRecs on TikTok!'}, {'hashtag_description': '', 'hashtag_id': 1597397189798917, 'hashtag_name': 'readersgonnaread'}, {'hashtag_description': '', 'hashtag_id': 1681540806317057, 'hashtag_name': 'dogearing'}, {'hashtag_description': '', 'hashtag_id': 1664549423659013, 'hashtag_name': 'bookishpost'}, {'hashtag_name': 'badbookhabits', 'hashtag_description': '', 'hashtag_id': 1706498787903490}, {'hashtag_description': '', 'hashtag_id': 1512199, 'hashtag_name': 'antihero'}, {'hashtag_name': 'bookobsessed', 'hashtag_description': '', 'hashtag_id': 79151151}, {'hashtag_description': '', 'hashtag_id': 1668968266944518, 'hashtag_name': 'bookishfyp'}, {'hashtag_id': 1665352177111045, 'hashtag_name': 'bookishthings', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 1672948052794373, 'hashtag_name': 'romancebooktok'}, {'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok'}, {'hashtag_description': '', 'hashtag_id': 1677754497161217, 'hashtag_name': '5starreads'}, {'hashtag_description': '', 'hashtag_id': 1662697386598406, 'hashtag_name': 'bookloversoftiktok'}, {'hashtag_id': 58993759, 'hashtag_name': 'BookRecommendations', 'hashtag_description': 'Thank you to all who participated in the Book Recommendations Post Contest! Check out the winner showcase here: https://vt.tiktok.com/ZMA9fBqpn/'}, {'hashtag_description': 'In celebration of World Book Day, join the #BookLover Post Contest and post videos sharing why you love reading books, who are some of your favorite authors, and all things related to the joys of reading. From April 23rd until May 21st, sign up and post for a chance to win up to $5000 in cash! Click link for official contest rules and how to enter: https://vt.tiktok.com/ZMBp5eEwD/', 'hashtag_id': 1732644, 'hashtag_name': 'BookLover'}, {'hashtag_description': '', 'hashtag_id': 5956262, 'hashtag_name': 'bookstagram'}, {'hashtag_description': '', 'hashtag_id': 1670304069005318, 'hashtag_name': 'bookishcontent'}, {'hashtag_description': '', 'hashtag_id': 80879614, 'hashtag_name': 'romancebooks'}, {'hashtag_description': '', 'hashtag_id': 1680600579964934, 'hashtag_name': 'bookishvibes'}, {'hashtag_description': '', 'hashtag_id': 1667136835850245, 'hashtag_name': 'bookishpetpeeves'}, {'hashtag_description': '', 'hashtag_id': 1630806560103429, 'hashtag_name': 'bookishlife'}, {'hashtag_id': 1631639880696838, 'hashtag_name': 'bookstagrammer', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 1664760116897798, 'hashtag_name': 'readersofbooktok'}, {'hashtag_description': '', 'hashtag_id': 1652822271409157, 'hashtag_name': 'bookfyp'}, {'hashtag_description': '', 'hashtag_id': 7079679725907476486, 'hashtag_name': 'booktokkeruk'}, {'hashtag_description': '', 'hashtag_id': 1639268776501254, 'hashtag_name': 'readersoftiktok'}, {'hashtag_description': '', 'hashtag_id': 1671757528967173, 'hashtag_name': 'booktokuk'}, {'hashtag_description': '', 'hashtag_id': 1665700621348886, 'hashtag_name': 'booktokker'}, {'hashtag_description': 'Share with us your favourite book list and let us know what kind of books you like to read', 'hashtag_id': 22334901, 'hashtag_name': 'bookrecommendation'}, {'hashtag_description': '', 'hashtag_id': 1668952399709189, 'hashtag_name': 'bookhabits'}]"
"2"	"[]"		"False"	"bigfootscritters02"		"[{'sticker_id': 18, 'sticker_name': "I've made a few and so far alot of people have like them. "}, {'sticker_id': 18, 'sticker_name': 'Trying my hand at some ear rings for some craft fairs '}, {'sticker_id': 18, 'sticker_name': "These cuties just came in and I've already made over half. 😍 "}]"	"14"		"7241194928901000494"	"25"	"Love them so much. ##crafttokbusinesstok #bigfootscritters #earrings #earringlover #earringmaking #cuteearing #craftfairs #vendors #socute #dogearing "	"0"	"US"	"283"	"{'warn': False, 'content': '', 'sink': False, 'type': 0, 'vote': False}"	"0"	"['socute', 'earrings', 'earringlover', 'vendors', 'craftfairs', 'earringmaking', 'cuteearing', 'dogearing', 'crafttokbusinesstok', 'bigfootscritters']"	"7010743408968861697"	"1685972109"	"[{'hashtag_id': 12129, 'hashtag_name': 'socute', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 83218805, 'hashtag_name': 'craftfairs'}, {'hashtag_description': '', 'hashtag_id': 48590550, 'hashtag_name': 'earringlover'}, {'hashtag_description': '', 'hashtag_id': 1622248306688002, 'hashtag_name': 'cuteearing'}, {'hashtag_description': '', 'hashtag_id': 1694709624649734, 'hashtag_name': 'crafttokbusinesstok'}, {'hashtag_description': '', 'hashtag_id': 1594827562684422, 'hashtag_name': 'earringmaking'}, {'hashtag_description': '', 'hashtag_id': 1681540806317057, 'hashtag_name': 'dogearing'}, {'hashtag_description': '', 'hashtag_id': 69610601, 'hashtag_name': 'vendors'}, {'hashtag_description': '', 'hashtag_id': 7047965182387028014, 'hashtag_name': 'bigfootscritters'}, {'hashtag_description': '', 'hashtag_id': 108223, 'hashtag_name': 'earrings'}]"
